GeneID
B7P43_G12806
B7P43_G04247
B7P43_G11192
B7P43_G05169
B7P43_G11833
B7P43_G15886
B7P43_G12793
B7P43_G13637
B7P43_G03225
B7P43_G16903
B7P43_G12770
B7P43_G12770
B7P43_G11872
B7P43_G06375
B7P43_G07621
B7P43_G02626
B7P43_G05351
B7P43_G00550
B7P43_G00550
B7P43_G15071
B7P43_G07097
B7P43_G16686
B7P43_G14490
B7P43_G11074
B7P43_G11048
B7P43_G07463
B7P43_G04572
B7P43_G02562
B7P43_G01426
B7P43_G16030
B7P43_G02135
B7P43_G04005
B7P43_G13274
B7P43_G04005
B7P43_G13870
B7P43_G04269
B7P43_G17537
B7P43_G08529
B7P43_G14001
B7P43_G10568
B7P43_G10320
B7P43_G06140
B7P43_G16678
B7P43_G04973
B7P43_G01129
B7P43_G10431
B7P43_G05523
B7P43_G06644
B7P43_G09604
B7P43_G10828
B7P43_G07401
B7P43_G10522
B7P43_G04460
B7P43_G13866
B7P43_G11792
B7P43_G16488
B7P43_G16414
B7P43_G02887
B7P43_G12233
B7P43_G06154
B7P43_G14497
B7P43_G01702
B7P43_G08995
B7P43_G16674
B7P43_G13957
B7P43_G02315
B7P43_G01981
B7P43_G07259
B7P43_G01846
B7P43_G15429
B7P43_G02993
B7P43_G05591
B7P43_G10608
B7P43_G06571
B7P43_G07058
B7P43_G06559
B7P43_G10484
B7P43_G01565
B7P43_G00909
B7P43_G07812
B7P43_G01637
B7P43_G17994
B7P43_G11069
B7P43_G02387
B7P43_G04305
B7P43_G10151
B7P43_G03535
B7P43_G01049
B7P43_G15548
B7P43_G03291
B7P43_G11797
B7P43_G14752
B7P43_G15466
B7P43_G14752
B7P43_G14752
B7P43_G01625
B7P43_G16184
B7P43_G03754
B7P43_G05215
B7P43_G00685
B7P43_G06566
B7P43_G13273
B7P43_G10995
B7P43_G01882
B7P43_G12212
B7P43_G02617
B7P43_G06192
B7P43_G15736
B7P43_G08194
B7P43_G03705
B7P43_G15270
B7P43_G02024
B7P43_G08882
B7P43_G17864
B7P43_G07359
B7P43_G08821
B7P43_G09695
B7P43_G13290
B7P43_G11409
B7P43_G12223
B7P43_G09723
B7P43_G09321
B7P43_G17983
B7P43_G05400
B7P43_G06238
B7P43_G08408
B7P43_G11615
B7P43_G13630
B7P43_G17519
B7P43_G17657
B7P43_G17657
B7P43_G00664
B7P43_G00664
B7P43_G05300
B7P43_G11049
B7P43_G13324
B7P43_G07427
B7P43_G14765
B7P43_G16099
B7P43_G16013
B7P43_G06393
B7P43_G04177
B7P43_G05748
B7P43_G06303
B7P43_G04837
B7P43_G01048
B7P43_G17278
B7P43_G17464
B7P43_G09322
B7P43_G01237
B7P43_G01838
B7P43_G12070
B7P43_G13076
B7P43_G05772
B7P43_G12217
B7P43_G14502
B7P43_G16942
B7P43_G14502
B7P43_G07584
B7P43_G15238
B7P43_G07357
B7P43_G07127
B7P43_G02886
B7P43_G11013
B7P43_G06337
B7P43_G06817
B7P43_G01793
B7P43_G10612
B7P43_G07575
B7P43_G05607
B7P43_G17006
B7P43_G03111
B7P43_G01454
B7P43_G12981
B7P43_G12981
B7P43_G16098
B7P43_G08739
B7P43_G01263
B7P43_G10671
B7P43_G11841
B7P43_G01638
B7P43_G12539
B7P43_G05176
B7P43_G05586
B7P43_G14815
B7P43_G05536
B7P43_G10596
B7P43_G12856
B7P43_G10975
B7P43_G12921
B7P43_G12123
B7P43_G15898
B7P43_G04459
B7P43_G08074
B7P43_G09224
B7P43_G03758
B7P43_G03621
B7P43_G02018
B7P43_G04629
B7P43_G12740
B7P43_G15609
B7P43_G13110
B7P43_G00331
B7P43_G09722
B7P43_G05431
B7P43_G04429
B7P43_G03563
B7P43_G07989
B7P43_G05091
B7P43_G10444
B7P43_G07103
B7P43_G15644
B7P43_G10138
B7P43_G07953
B7P43_G06570
B7P43_G16051
B7P43_G18325
B7P43_G07368
B7P43_G05858
B7P43_G06699
B7P43_G06183
B7P43_G05530
B7P43_G05783
B7P43_G00373
B7P43_G05863
B7P43_G14501
B7P43_G08223
B7P43_G08069
B7P43_G17239
B7P43_G06937
B7P43_G02268
B7P43_G15028
B7P43_G07438
B7P43_G15903
B7P43_G03868
B7P43_G06006
B7P43_G10108
B7P43_G15955
B7P43_G08079
B7P43_G09092
B7P43_G04326
B7P43_G166373
B7P43_G02504
B7P43_G14937
B7P43_G14535
B7P43_G13196
B7P43_G13196
B7P43_G14806
B7P43_G04107
B7P43_G04107
B7P43_G17579
B7P43_G12226
B7P43_G07610
B7P43_G143611
B7P43_G06763
B7P43_G09451
B7P43_G06577
B7P43_G14261
B7P43_G05979
B7P43_G05346
B7P43_G04309
B7P43_G14492
PB7P43_G14418
B7P43_G08400
B7P43_G07375
B7P43_G07240
B7P43_G03502
B7P43_G16475
B7P43_G16963
B7P43_G16375
B7P43_G149403
B7P43_G12882
B7P43_G06377
B7P43_G14606
B7P43_G17288
B7P43_G15930
B7P43_G15355
B7P43_G07811
B7P43_G07176
B7P43_G07866
B7P43_G13606
B7P43_G15621
B7P43_G05917
B7P43_G08062
B7P43_G03575
B7P43_G01671
B7P43_G13879
B7P43_G06565
B7P43_G14592
B7P43_G16040
B7P43_G06132
B7P43_G11536
B7P43_G13962
B7P43_G01734
B7P43_G06856
B7P43_G04097
B7P43_G12913
B7P43_G19104
B7P43_G06760
B7P43_G09334
B7P43_G05715
B7P43_G00459
B7P43_G14484
B7P43_G12751
B7P43_G13727
B7P43_G17808
B7P43_G12291
B7P43_G08486
B7P43_G00719
B7P43_G03871
B7P43_G02066
B7P43_G08561
B7P43_G00719
B7P43_G12606
B7P43_G13819
B7P43_G10225
B7P43_G02065
B7P43_G00406
B7P43_G11250
B7P43_G10323
B7P43_G04098
B7P43_G18469
B7P43_G17687
B7P43_G11159
B7P43_G15254
B7P43_G00785
B7P43_G14750
B7P43_G05799
B7P43_G09379
B7P43_G13557
B7P43_G16949
B7P43_G07774
B7P43_G05906
B7P43_G13612
B7P43_G04560
B7P43_G14245
B7P43_G05884
B7P43_G01595
B7P43_G17008
B7P43_G10963
B7P43_G09028
B7P43_G06605
B7P43_G06446
B7P43_G04546
B7P43_G17695
B7P43_G12854
B7P43_G05353
B7P43_G11664
B7P43_G00954
B7P43_G04355
B7P43_G15129
B7P43_G03851
B7P43_G08435
B7P43_G04638
B7P43_G06290
B7P43_G04925
B7P43_G01615
B7P43_G01154
B7P43_G13296
B7P43_G12002
B7P43_G09472
B7P43_G00668
B7P43_G16225
B7P43_G10150
B7P43_G12447
B7P43_G12447
B7P43_G12448
B7P43_G01247
B7P43_G07987
B7P43_G00658
B7P43_G01626
B7P43_G11406
B7P43_G03724
B7P43_G01692
B7P43_G04457
B7P43_G10942
B7P43_G04104
B7P43_G15093
B7P43_G06825
B7P43_G15843
B7P43_G02361
B7P43_G09468
B7P43_G14739
B7P43_G03055
B7P43_G11186
B7P43_G15066
B7P43_G17195
B7P43_G16652
B7P43_G03086
B7P43_G03086
B7P43_G02577
B7P43_G06449
B7P43_G07433
B7P43_G01459
B7P43_G03421
B7P43_G09501
B7P43_G15024
B7P43_G10610
B7P43_G17644
B7P43_G14859
B7P43_G08857
B7P43_G09878
B7P43_G10610
B7P43_G00663
B7P43_G14182
B7P43_G01013
B7P43_G07830
B7P43_G13207
B7P43_G14747
B7P43_G12344
B7P43_G13784
B7P43_G06882
B7P43_G00378
B7P43_G14736
B7P43_G14174
B7P43_G00467
B7P43_G16373
B7P43_G05737
B7P43_G16441
B7P43_G15952
B7P43_G13484
B7P43_G15782
B7P43_G10313
B7P43_G13301
B7P43_G15158
B7P43_G15158
B7P43_G02950
B7P43_G03267
B7P43_G16866
B7P43_G03657
B7P43_G05179
B7P43_G06020
B7P43_G00627
B7P43_G04103
B7P43_G02354
B7P43_G13426
B7P43_G15759
B7P43_G16392
B7P43_G15651
B7P43_G12337
B7P43_G16964
B7P43_G01828
B7P43_G02903
B7P43_G02903
B7P43_G05204
B7P43_G02127
B7P43_G05579
B7P43_G08290
B7P43_G15935
B7P43_G02681
B7P43_G07848
B7P43_G026340
B7P43_G102790
B7P43_G06217
B7P43_G12264
B7P43_G00505
B7P43_G14578
B7P43_G14659
B7P43_G10780
B7P43_G18046
B7P43_G16973
B7P43_G13311
B7P43_G08977
B7P43_G04842
B7P43_G00488
B7P43_G18059
B7P43_G17170
B7P43_G17157
B7P43_G01644
B7P43_G00487
B7P43_G04229
B7P43_G12262
B7P43_G12261
B7P43_G16827
B7P43_G05753
B7P43_G10487
B7P43_G07105
B7P43_G14462
B7P43_G04537
B7P43_G18445
B7P43_G07823
B7P43_G12690
B7P43_G04776
B7P43_G00460
B7P43_G15261
B7P43_G15887
B7P43_G08797
B7P43_G02108
B7P43_G02862
B7P43_G11445
B7P43_G05381
B7P43_G14545
B7P43_G00536
B7P43_G03016
B7P43_G00690
B7P43_G02367
B7P43_G05633
B7P43_G01333
B7P43_G01502
B7P43_G13806
B7P43_G14146
B7P43_G14050
B7P43_G11814
B7P43_G06886
B7P43_G00955
B7P43_G07276
B7P43_G05862
B7P43_G11533
B7P43_G06382
B7P43_G02118
B7P43_G12494
B7P43_G08064
B7P43_G10948
B7P43_G03106
B7P43_G15610
PB7P43_G16684
B7P43_G13848
B7P43_G01640
B7P43_G04643
B7P43_G06404
B7P43_G03073
B7P43_G08286
B7P43_G09700
B7P43_G01308
B7P43_G12388
B7P43_G060827
